vara;0;0;0;0;0;0;0;0;0;0
variable;0;0;0;0;0;0;0;0;1;0
variance;0;0;0;0;0;0;0;0;0;0
variation;0;0;0;0;0;0;0;0;0;0
variations;0;0;0;0;0;0;0;0;0;0
varicella;0;1;0;0;1;1;0;1;0;0
varicose;0;1;0;0;0;0;0;0;0;0
varied;0;0;0;0;0;0;0;0;0;0
variegated;0;0;0;0;0;0;0;0;0;0
variety;0;0;0;0;0;0;0;0;0;0
vary;0;0;0;0;0;0;0;0;0;0
vascular;0;0;0;0;0;0;0;0;0;0
vase;0;0;0;0;0;0;0;0;0;0
vast;0;0;0;0;0;0;0;0;0;0
vat;0;0;0;0;0;0;0;0;0;0
vaudeville;0;0;0;0;0;0;0;0;0;0
vault;0;0;0;0;0;0;0;0;0;0
vaulted;0;0;0;0;0;0;0;0;0;0
vaulting;0;0;0;0;0;0;0;0;0;0
veal;0;0;0;0;0;0;0;1;0;1
vector;0;0;0;0;0;0;0;0;0;0
veer;0;0;0;0;0;1;0;0;1;0
vega;0;0;0;0;0;0;0;0;0;0
vegetable;0;0;0;0;0;0;0;0;0;0
vegetarian;0;0;0;0;0;0;0;0;0;0
vegetarianism;0;0;0;0;0;0;0;0;0;0
vegetation;0;0;0;0;0;0;0;0;0;0
vegetative;0;1;0;0;1;0;0;1;0;0
vehement;0;1;1;0;0;1;0;0;0;0
vehicle;0;0;0;0;0;0;0;0;0;0
veil;0;0;0;0;0;0;0;0;0;0
veiled;0;0;0;0;0;0;0;0;0;0
vein;0;0;0;0;0;0;0;0;0;0
veined;0;0;0;0;0;0;0;0;0;0
vellum;0;0;0;0;0;0;0;0;0;0
velocity;0;0;0;0;0;0;0;0;0;0
velour;0;0;0;0;0;0;0;0;0;0
velvet;1;0;0;0;0;0;0;0;0;0
velvety;1;0;0;0;0;0;0;0;0;0
vena;0;0;0;0;0;0;0;0;0;0
vendetta;0;1;1;0;0;1;0;1;0;0
vendor;0;0;0;0;0;0;0;0;0;0
veneer;0;0;0;0;0;0;0;0;0;0
venerable;1;0;0;1;0;0;1;0;0;1
veneration;1;0;0;0;0;0;0;0;0;0
vengeance;0;1;1;0;0;0;0;0;0;0
vengeful;0;1;1;0;0;1;0;0;0;0
venison;0;0;0;0;0;0;0;0;0;0
venom;0;1;1;0;1;1;0;0;0;0
venomous;0;1;1;0;1;1;0;0;0;0
venous;0;0;0;0;0;0;0;0;0;0
vent;0;0;1;0;0;0;0;0;0;0
ventilation;0;0;0;0;0;0;0;0;0;0
ventilator;0;0;0;0;0;0;0;0;0;0
ventricle;0;0;0;0;0;0;0;0;0;0
ventricular;0;0;0;0;0;0;0;0;0;0
venture;0;0;0;0;0;0;0;0;0;0
venue;0;0;0;0;0;0;0;0;0;0
veracity;1;0;0;1;0;0;1;0;1;1
veranda;0;0;0;0;0;0;0;0;0;0
verbal;0;0;0;0;0;0;0;0;0;0
verbatim;0;0;0;0;0;0;0;0;0;0
verbiage;0;0;0;0;0;0;0;0;0;0
verbose;0;0;0;0;0;0;0;0;0;0
verbosity;0;1;0;0;0;0;0;0;0;0
verdant;1;0;0;0;0;0;0;0;0;0
verdict;0;0;0;0;0;1;0;0;0;0
verge;0;1;0;1;0;1;0;0;0;0
verification;1;0;0;0;0;0;0;0;0;1
verified;1;0;0;0;0;0;0;0;0;1
verify;0;0;0;0;0;0;0;0;0;0
verily;1;0;0;0;0;0;0;0;0;1
veritable;1;0;0;0;0;0;0;0;0;0
vermin;0;1;1;0;1;1;0;0;0;0
vernacular;0;0;0;0;0;0;0;0;0;0
vernal;1;0;0;0;0;0;1;0;0;0
veronica;0;0;0;0;0;0;0;0;0;0
versatile;0;0;0;0;0;0;0;0;0;0
versatility;0;0;0;0;0;0;0;0;0;0
verse;0;0;0;0;0;0;0;0;0;0
version;0;0;0;0;0;0;0;0;0;0
versus;0;1;1;0;0;0;0;0;0;0
vert;0;0;0;0;0;0;0;0;0;0
vertebra;0;0;0;0;0;0;0;0;0;0
vertebral;0;0;0;0;0;0;0;0;0;0
vertex;0;0;0;0;0;0;0;0;0;0
vertical;0;0;0;0;0;0;0;0;0;0
vertically;0;0;0;0;0;0;0;0;0;0
vertigo;0;1;0;0;0;1;0;0;0;0
verve;1;0;0;0;0;0;0;0;0;0
vesicle;0;0;0;0;0;0;0;0;0;0
vesicular;0;0;0;0;1;0;0;0;0;0
vessel;0;0;0;0;0;0;0;0;0;0
vest;0;0;0;0;0;0;0;0;0;0
vested;0;0;0;0;0;0;0;0;0;0
vestibule;0;0;0;0;0;0;0;0;0;0
vestige;0;0;0;0;0;0;0;0;0;0
vet;0;0;0;0;0;0;0;0;0;0
veteran;1;0;0;0;0;0;0;0;0;1
veterinarian;0;0;0;0;0;0;0;0;0;0
veto;0;1;1;0;0;0;0;0;0;0
viability;0;0;0;0;0;0;0;0;0;0
viable;0;0;0;0;0;0;0;0;0;0
viaduct;0;0;0;0;0;0;0;0;0;0
vial;0;0;0;0;0;0;0;0;0;0
vibrate;0;0;0;0;0;0;0;0;0;0
vibration;0;0;0;0;0;0;0;0;0;0
vibratory;0;0;0;0;0;0;0;0;0;0
vicar;1;0;0;0;0;0;0;0;0;1
vicarious;0;0;0;0;0;0;0;0;0;0
vice;0;1;0;0;0;0;0;0;0;0
vicinity;0;0;0;0;0;0;0;0;0;0
vicious;0;1;1;0;1;0;0;0;0;0
victim;0;1;1;0;0;1;0;1;0;0
victimized;0;1;1;0;1;1;0;1;1;0
victor;1;0;0;0;0;0;1;0;0;0
victoria;0;0;0;0;0;0;0;0;0;0
victorious;1;0;0;0;0;0;1;0;0;0
victory;1;0;0;1;0;0;1;0;0;1
videotape;0;0;0;0;0;0;0;0;0;0
vie;0;0;0;0;0;0;0;0;0;0
view;0;0;0;0;0;0;0;0;0;0
vigil;0;0;0;1;0;0;0;0;0;0
vigilance;1;0;0;1;0;0;0;0;0;1
vigilant;1;0;0;0;0;1;0;0;0;1
vignette;0;0;0;0;0;0;0;0;0;0
vigor;1;0;0;0;0;0;0;0;0;0
vigorous;1;0;0;0;0;0;0;0;0;1
viking;0;0;0;0;0;0;0;0;0;0
villa;0;0;0;0;0;0;0;0;0;0
village;0;0;0;0;0;0;0;0;0;0
villager;1;0;0;0;0;0;0;0;0;1
villain;0;1;0;0;0;1;0;0;0;0
villainous;0;1;1;0;1;1;0;0;0;0
vinaigrette;0;0;0;0;0;0;0;0;0;0
vindicate;0;0;1;0;0;0;0;0;0;0
vindicated;1;0;0;0;0;0;0;0;0;0
vindication;1;0;0;1;0;0;1;0;0;1
vindictive;0;1;1;0;1;0;0;0;0;0
vinegar;0;0;0;0;0;0;0;0;0;0
vineyard;0;0;0;0;0;0;0;0;0;0
viola;0;0;0;0;0;0;0;0;0;0
violation;0;1;1;0;0;1;0;1;1;0
violence;0;1;1;0;0;1;0;1;0;0
violent;0;1;1;0;1;1;0;0;1;0
violently;0;1;1;0;1;1;0;1;0;0
violet;0;0;0;0;0;0;0;0;0;0
violin;0;0;0;0;0;0;0;0;0;0
violinist;0;0;0;0;0;0;0;0;0;0
viper;0;1;0;0;0;1;0;0;0;0
virgin;1;0;0;0;0;0;0;0;0;1
virginity;1;0;0;1;0;0;0;0;0;0
virology;0;0;0;0;0;0;0;0;0;0
virtual;0;0;0;0;0;0;0;0;0;0
virtually;0;0;0;0;0;0;0;0;0;0
virtue;1;0;0;0;0;0;0;0;0;1
virtuoso;0;0;0;0;0;0;0;0;0;0
virtuous;1;0;0;0;0;0;1;0;0;1
virulence;0;1;1;0;0;1;0;0;0;0
virus;0;1;0;0;0;0;0;0;0;0
visa;0;0;0;0;0;0;0;0;0;0
visage;0;0;0;0;0;0;0;0;0;0
viscosity;0;0;0;0;0;0;0;0;0;0
viscous;0;0;0;0;0;0;0;0;0;0
vise;0;0;0;0;0;0;0;0;0;0
visibility;0;0;0;0;0;0;0;0;0;0
visible;0;0;0;0;0;0;0;0;0;0
visibly;0;0;0;0;0;0;0;0;0;0
vision;1;0;0;1;0;0;0;0;0;0
visionary;1;0;0;1;0;0;1;0;0;1
visit;1;0;0;0;0;0;0;0;0;0
visitation;0;1;0;0;0;0;0;0;0;0
visiting;0;0;0;0;0;0;0;0;0;0
visitor;1;0;0;1;0;0;1;0;0;0
visor;0;0;0;1;0;0;0;0;1;0
vista;0;0;0;0;0;0;0;0;0;0
visual;0;0;0;0;0;0;0;0;0;0
visualize;0;0;0;0;0;0;0;0;0;0
vital;1;0;0;0;0;0;0;0;0;0
vitality;1;0;0;0;0;0;1;0;0;1
vitreous;0;0;0;0;0;0;0;0;0;0
vivacious;1;0;0;0;0;0;1;0;0;0
vivid;1;0;0;0;0;0;1;0;0;0
vixen;0;1;0;0;0;0;0;0;0;0
vocabulary;1;0;0;0;0;0;0;0;0;0
vocal;0;0;0;0;0;0;0;0;0;0
vocalist;0;0;0;0;0;0;0;0;0;0
vocation;0;0;0;0;0;0;0;0;0;0
vogue;0;0;0;0;0;0;0;0;0;0
voice;0;0;0;0;0;0;0;0;0;0
voiceless;0;0;0;0;0;0;0;0;0;0
void;0;0;0;0;0;0;0;0;0;0
volatility;0;1;1;1;0;1;0;0;1;0
volcanic;0;0;0;0;0;0;0;0;0;0
volcano;0;1;0;0;0;1;0;0;1;0
volition;0;0;0;0;0;0;0;0;0;0
volley;0;0;0;0;0;0;0;0;0;0
voltmeter;0;0;0;0;0;0;0;0;0;0
volume;0;0;0;0;0;0;0;0;0;0
voluminous;0;0;0;0;0;0;0;0;0;0
voluntarily;0;0;0;0;0;0;0;0;0;0
voluntary;0;0;0;0;0;0;0;0;0;0
volunteer;1;0;0;1;0;1;1;0;0;1
volunteering;0;0;0;0;0;0;0;0;0;0
volunteers;0;0;0;0;0;0;0;0;0;1
voluptuous;1;0;0;1;0;0;1;0;0;0
vomit;0;0;0;0;1;0;0;0;0;0
vomiting;0;1;0;0;0;0;0;0;0;0
voodoo;0;1;0;0;0;0;0;0;0;0
voracious;0;0;0;0;0;0;0;0;0;0
vortex;0;0;0;0;0;0;0;0;0;0
vote;1;1;1;1;0;0;1;1;1;1
voting;0;0;0;0;0;0;0;0;0;0
votive;0;0;0;0;0;0;0;0;0;1
vouch;1;0;0;0;0;0;0;0;0;1
voucher;0;0;0;0;0;0;0;0;0;1
vow;1;0;0;1;0;0;1;0;0;1
vowel;0;0;0;0;0;0;0;0;0;0
voyage;0;0;0;1;0;0;0;0;0;0
voyager;0;0;0;0;0;0;0;0;0;0
vulgar;0;1;0;0;1;0;0;0;0;0
vulgarity;0;1;1;0;1;0;0;1;0;0
vulnerability;0;1;0;0;0;1;0;1;0;0
vulnerable;0;0;0;0;0;0;0;0;0;0
vulture;0;1;0;0;1;1;0;0;0;0
wad;0;0;0;0;0;0;0;0;0;0
wade;0;0;0;0;0;0;0;0;0;0
wafer;0;0;0;0;0;0;0;0;0;0
waffle;0;1;1;0;0;0;0;1;0;0
wag;0;0;0;0;0;0;0;0;0;0
wager;0;0;0;0;0;0;0;0;0;0
wages;1;0;0;0;0;0;1;0;0;0
wagon;0;0;0;0;0;0;0;0;0;0
wail;0;1;0;0;0;1;0;1;0;0
waist;0;0;0;0;0;0;0;0;0;0
waistcoat;0;0;0;0;0;0;0;0;0;0
wait;0;1;0;1;0;0;0;0;0;0
waiter;0;0;0;0;0;0;0;0;0;0
waiting;0;0;0;0;0;0;0;0;0;0
waive;0;0;0;0;0;0;0;0;0;0
wake;0;0;0;0;0;0;0;0;0;0
walk;0;0;0;0;0;0;0;0;0;0
walker;0;0;0;0;0;0;0;0;0;0
wall;0;0;0;0;0;0;0;0;0;0
wallet;0;0;0;0;0;0;0;0;0;0
wallow;0;1;0;0;1;0;0;1;0;0
walnut;0;0;0;0;0;0;0;0;0;0
waltz;0;0;0;0;0;0;0;0;0;0
wan;0;1;0;0;0;1;0;1;0;0
wand;0;0;0;0;0;0;0;0;0;0
wander;0;0;0;0;0;0;0;0;0;0
wanderer;0;0;0;0;0;0;0;0;0;0
wandering;0;0;0;0;0;0;0;0;0;0
wane;0;1;0;0;0;0;0;1;0;0
waning;0;0;0;0;0;0;0;0;0;0
wanting;0;1;0;0;0;0;0;1;0;0
war;0;1;0;0;0;1;0;0;0;0
warbler;0;0;0;0;0;0;0;0;0;0
ward;0;0;0;0;0;0;0;0;0;0
warden;0;1;1;0;0;1;0;0;0;1
wardrobe;0;0;0;0;0;0;0;0;0;0
ware;0;1;0;0;0;1;0;0;0;0
warehouse;0;0;0;0;0;0;0;0;0;0
warfare;0;1;1;0;0;1;0;1;0;0
warlike;0;1;1;0;0;1;0;0;0;0
warlock;0;0;0;0;0;1;0;0;0;0
warming;0;0;0;0;0;0;0;0;0;0
warn;0;1;0;1;0;1;0;0;1;1
warned;0;0;0;1;0;1;0;0;1;0
warning;0;0;0;0;0;1;0;0;0;0
warp;0;1;1;0;0;0;0;1;0;0
warped;0;1;0;0;0;0;0;0;0;0
warrant;0;0;0;0;0;0;0;0;0;0
warranted;0;0;0;0;0;0;0;0;0;0
warrants;0;0;0;0;0;0;0;0;0;0
warranty;1;0;0;0;0;0;0;0;0;1
warren;0;0;0;0;0;0;0;0;0;0
warrior;1;0;1;0;0;1;0;0;0;0
wart;0;1;0;0;1;0;0;0;0;0
wary;0;0;0;0;0;1;0;0;0;0
wash;0;0;0;0;0;0;0;0;0;0
washing;0;0;0;0;0;0;0;0;0;0
washout;0;0;0;0;0;0;0;0;0;0
wasp;0;0;0;0;0;0;0;0;0;0
waste;0;1;0;0;1;0;0;0;0;0
wasted;0;1;1;0;1;0;0;0;0;0
wasteful;0;1;1;0;1;0;0;1;0;0
wasting;0;1;0;0;1;1;0;1;0;0
watch;0;0;0;1;0;1;0;0;0;0
watchdog;1;0;0;0;0;0;0;0;0;1
watchful;1;0;0;0;0;0;0;0;0;1
watchman;1;0;0;0;0;0;0;0;0;1
water;0;0;0;0;0;0;0;0;0;0
watercourse;0;0;0;0;0;0;0;0;0;0
watered;0;0;0;0;0;0;0;0;0;0
waterproof;1;0;0;0;0;0;0;0;0;0
waterworks;0;0;0;0;0;0;0;0;0;0
watery;0;1;0;0;0;0;0;0;0;0
wave;0;0;0;0;0;0;0;0;0;0
waver;0;1;0;0;0;1;0;0;0;0
wavering;0;0;0;0;0;0;0;0;0;0
waves;0;0;0;0;0;0;0;0;0;0
wavy;0;0;0;0;0;0;0;0;0;0
wax;0;0;0;0;0;0;0;0;0;0
waxy;0;0;0;0;0;0;0;0;0;0
ways;0;0;0;0;0;0;0;0;0;0
wayward;0;0;0;0;0;0;0;0;0;0
weakened;0;1;0;0;0;0;0;0;0;0
weakly;0;1;0;0;0;1;0;1;0;0
weakness;0;1;0;0;0;0;0;0;0;0
wealth;1;0;0;0;0;0;1;0;0;1
wealthy;0;0;0;0;0;0;0;0;0;0
weapon;0;0;0;0;0;0;0;0;0;0
wear;0;1;0;0;0;0;0;0;0;1
wearily;0;1;0;0;0;0;0;1;0;0
weariness;0;1;0;0;0;0;0;1;0;0
wearing;0;0;0;0;0;0;0;0;0;0
weary;0;1;0;0;0;0;0;1;0;0
weather;0;0;0;0;0;0;0;0;0;0
weathered;0;0;0;0;0;0;0;0;0;0
weatherproof;1;0;0;0;0;0;0;0;0;0
weave;0;0;0;0;0;0;0;0;0;0
web;0;0;0;0;0;0;0;0;0;0
wed;0;0;0;0;0;0;0;0;0;0
wedded;0;0;0;0;0;0;0;0;0;0
wedge;0;0;0;0;0;0;0;0;0;0
wee;0;0;0;0;0;0;0;0;0;0
weed;0;0;0;0;0;0;0;0;0;0
weeding;0;0;0;0;0;0;0;0;0;0
weeds;0;1;0;0;0;0;0;1;0;0
weedy;0;0;0;0;0;0;0;0;0;0
week;0;0;0;0;0;0;0;0;0;0
weekly;0;0;0;0;0;0;0;0;0;0
weep;0;1;0;0;0;0;0;1;0;0
weeping;0;0;0;0;0;0;0;1;0;0
weigh;0;0;0;1;0;0;0;0;0;1
weighing;0;0;0;0;0;0;0;0;0;0
weight;1;1;0;1;1;1;1;1;1;1
weightless;0;0;0;0;0;0;0;0;0;0
weights;0;0;0;0;0;0;0;0;0;0
weighty;0;0;0;0;0;1;0;0;0;0
weir;0;0;0;0;0;0;0;0;0;0
weird;0;1;0;0;1;0;0;0;0;0
weirdo;0;1;0;0;0;1;0;0;0;0
welcomed;1;0;0;0;0;0;1;0;0;0
weld;0;0;0;0;0;0;0;0;0;0
welfare;0;0;0;0;0;0;0;0;0;0
wellhead;0;0;0;0;0;0;0;0;0;0
welt;0;0;0;0;0;0;0;0;0;0
wen;0;1;0;0;0;0;0;0;0;0
wench;0;1;1;0;1;0;0;0;0;0
western;0;0;0;0;0;0;0;0;0;0
wet;0;0;0;0;0;0;0;0;0;0
whack;0;1;0;0;0;0;0;0;0;0
whale;0;0;0;0;0;0;0;0;0;0
wham;0;0;0;0;0;0;0;0;0;0
wharf;0;0;0;0;0;0;0;0;0;0
whatsoever;0;0;0;0;0;0;0;0;0;0
wheel;0;0;0;0;0;0;0;0;0;0
wheels;0;0;0;0;0;0;0;0;0;0
whereabouts;0;0;0;0;0;0;0;0;0;0
wherefore;0;0;0;0;0;0;0;0;0;0
wherewith;0;0;0;0;0;0;0;0;0;0
wherewithal;0;0;0;0;0;0;0;0;0;0
whet;0;0;0;0;0;0;0;0;0;0
whiff;0;0;0;0;0;0;0;0;0;0
whilst;0;0;0;0;0;0;0;0;0;0
whim;0;1;0;1;0;0;1;0;1;0
whimper;0;0;0;0;0;1;0;1;0;0
whimsical;0;0;0;0;0;0;1;0;0;0
whimsy;0;0;0;0;0;0;0;0;0;0
whine;0;1;0;0;1;0;0;1;0;0
whip;0;1;1;0;0;0;0;0;0;0
whirl;0;0;0;0;0;0;0;0;0;0
whirlpool;0;0;0;0;0;1;0;0;0;0
whirlwind;0;1;0;0;0;1;0;0;0;0
whisk;0;0;0;0;0;0;0;0;0;0
whisker;0;0;0;0;0;0;0;0;0;0
whisky;0;1;0;0;0;0;0;0;0;0
whisper;0;0;0;0;0;0;0;0;0;0
whispered;0;0;0;0;0;0;0;0;0;0
whistle;0;0;0;0;0;0;0;0;0;0
whit;0;0;0;0;0;0;0;0;0;0
white;1;0;0;1;0;0;1;0;0;1
whiteness;1;0;0;0;0;0;1;0;0;0
whitish;0;0;0;0;0;0;0;0;0;0
whiz;0;0;0;0;0;0;0;0;0;0
wholesome;1;0;0;0;0;0;0;0;0;1
wholly;0;0;0;0;0;0;0;0;0;0
whoop;0;0;0;0;0;0;0;0;0;0
whopping;0;0;0;0;0;0;0;0;0;0
whore;0;1;0;0;1;0;0;0;0;0
wick;0;0;0;0;0;0;0;0;0;0
wicked;0;1;0;0;0;1;0;0;0;0
wickedness;0;1;0;0;1;0;0;0;0;0
wicker;0;0;0;0;0;0;0;0;0;0
wicket;1;0;0;0;0;0;0;0;0;0
wide;0;0;0;0;0;0;0;0;0;0
widely;0;0;0;0;0;0;0;0;0;0
widen;0;0;0;0;0;0;0;0;0;0
widespread;1;0;0;0;0;0;0;0;0;0
widow;0;0;0;0;0;0;0;1;0;0
widower;0;0;0;0;0;0;0;1;0;0
width;0;0;0;0;0;0;0;0;0;0
wield;0;0;0;0;0;0;0;0;0;0
wife;0;0;0;0;0;0;0;0;0;0
wig;0;0;0;0;0;0;0;0;0;0
wight;0;0;0;0;0;0;0;0;0;0
wild;0;1;0;0;0;0;0;0;1;0
wildcat;0;1;0;0;0;0;0;0;0;0
wilderness;0;0;0;1;0;1;0;1;0;0
wildfire;0;1;0;0;0;1;0;1;1;0
willful;0;1;1;0;0;0;0;1;0;0
willingly;1;0;0;0;0;0;0;0;0;0
willingness;1;0;0;0;0;0;0;0;0;0
willow;0;0;0;0;0;0;0;0;0;0
wilted;0;0;0;0;0;0;0;0;0;0
wily;0;0;0;0;0;0;0;0;0;0
wimp;0;1;0;0;1;1;0;0;0;0
